shapeid;file_name;parcel;bldg_no;sc_lev;z_dem;z_top_tun;overburden;depth_fond;z_fondatio;overburde2;d_min_rang;angle_bldg;stories_un;stories_ov;nb_de_nive;lift_no;footprint;height_ove;comments;pk_min;pk_max;d_min;d_max
241;94081CI0008_01_SEN_ind01.pdf;94081CI0008;1;1;35;15;20;Non dtermin (btiment ferm);NULL;non dtermin;0m < D <= 10m;entre 60 et 90;Non dtermin (btiment ferm);1;1;0;9 X 9;7;NULL;2126884.74531938;2126931.29487314;-33.0707489020482;-9.04324529330456
242;94081CH0249_01_SEN_ind01.pdf;94081CH0249;1;1;38;4;34;3;35;31;0m < D <= 10m;entre 30 et 60;1;1;0;0;10 X 10;5;5;/;2127129.61842838;2127141.78579645;-28.3148748192263;-15.8518652016323
243;94081AU0188_01_SEN_ind01.pdf;94081AU0188;1;2;48;30;18;Non dtermine (btiment ferm);NULL;non dtermin;20m < D <= 30m;entre 60 et 90;?;2;1;0;40 X 8;9;NULL;2128396.16266413;2128424.63738667;34.6316672688333;61.9935897555779
244;94081DJ0131_05_SEN_ind01.pdf;94081DJ0131;5;2;35;17;18;0;35;18;Au dessus de l'axe;entre 60 et 90;0;0;0;0;40 X 15;9;Btiment abandonn;2126042.06624404;2126228.04568596;-54.0886722525926;120.683633867925
245;94081DJ0122_01_SEN_ind01.pdf;94081DJ0122;1;1;35;25;10;0;35;10;Au dessus de l'axe;<30;0;0;0;0;90 X 65;7;NULL;2126376.65651476;2126476.05073656;-144.357200075765;-76.5324664070715
246;94081DI0027_05_SEN_ind02.pdf;94081DI0027;5;2;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;2125493.8482103;2125510.62005308;55.422010935568;73.4819483615167
247;94081BP0126_01_SEN_ind01.pdf;94081BP0126;1;1;46;30;16;2;44;14;40m < D <= 50m;<30;1;0;0;0;12 X 12;5;Bti semi-entrr;2128131.35833461;2128197.2106594;-106.123845693612;-62.7987510029207
248;94081DI0024_04_SEN_ind01.pdf;94081DI0024;4;2;35;15;20;0;35;20;0m < D <= 10m;<30;0;4;0;2;55 X 35;15;NULL;2125872.663583;2125938.48888996;-74.0189043567715;-18.9208750234099
249;94081CN0092_02_SEN_ind01.pdf;94081CN0092;2;1;40;1;39;0;40;39;0m < D <= 10m;entre 30 et 60;0;1;0;0;46 X 30;6;NULL;2127216.27192163;2127267.65940627;-58.6265035813076;-8.68478365162823
250;94081CU0288_01_SEN_ind01.pdf;94081CU0288;1;1;43;30;13;4;39;9;40m < D <= 50m;<30;1;1;0;0;50 X 50;7;/;2128199.23882132;2128248.46073914;57.8811153729738;106.77191862637
251;94081CM0115_04_SEN_ind01.pdf;94081CM0115;4;1;38;5;33;4;34;29;10m < D <= 20m;entre 30 et 60;1;1;0;1;40 X 30;12;NULL;2127122.41932204;2127168.79641242;-0.863407284801967;57.9326228457788
252;94081DI0005_02_SEN_ind01.pdf;94081DI0005;2;1;35;11;24;Non dtermin;NULL;non dtermin;20m < D <= 30m;entre 60 et 90;Non dtermin;Non dtermin;Non dtermin;Non dtermin;27 X 14;8;NULL;2125729.52854281;2125847.53614561;-87.2963191903107;-11.0003422116227
253;94081BP0203_01_SEN_ind01.pdf;94081BP0203;1;2;50;30;20;6;44;14;10m < D <= 20m;entre 60 et 90;2;10;0;4;65 X 12;30;NULL;2128345.23781687;2128379.7366719;-80.5952437606292;-10.7914689931374
254;94081CN0096_17_SEN_ind01.pdf;94081CN0096;17;1;40;-1;41;3;37;38;D > 50m;entre 60 et 90;1;9;0;3;41 X 14;27;NULL;2127377.95503043;2127458.09375076;-78.3471984503057;101.281758724417
255;94081BT0134_03_SEN_ind01.pdf;94081BT0134;3;1;45;11;34;0;45;34;0m < D <= 10m;non dtermin;0;10;0;1;17 X 17;3;NULL;2127661.02866784;2127677.48529374;-37.5833144553205;-20.1776280848728
256;94081CI0231_01_SEN_ind01.pdf;94081CI0231;1;2;35;17;18;0;35;18;10m < D <= 20m;<30;0;0;0;0;17 X 13;6;/;2126552.23567453;2126592.17283932;-32.3853540588082;-10.1033022299585
257;94081CN0002_02_SEN_ind01.pdf;94081CN0002;2;2;45;6;39;0;45;39;30m < D <= 40m;<30;0;0;0;0;11 X 5;3;/;2127479.35890318;2127545.20210394;10.0551200550144;148.007441299633
258;94081BQ0220_01_SEN_ind01.pdf;94081BQ0220;1;2;44;18;26;0;44;26;10m < D <= 20m;entre 60 et 90;0;1;0;3;126 X 100;10;NULL;2127755.99804467;2127887.26667669;-107.386482377928;-11.0863690082467
259;94081BT0134_04_SEN_ind01.pdf;94081BT0134;4;2;46;11;35;2;44;33;30m < D <= 40m;entre 60 et 90;Caves dsafectes;9;0;2;50 X 11;30;NULL;2127661.8544808;2127678.36678559;-139.374416017833;-39.0537529245848
260;94081AU0171_01_SEN_ind01.pdf;94081AU0171;1;1;51;30;21;8;43;13;40m < D <= 50m;<30;3;R+8;0;2;150 X 70;25;NULL;2128455.21047915;2128516.17537893;34.6295041482184;76.5647723030233
261;94081DI0027_19_SEN_ind02.pdf;94081DI0027;19;2;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;2125571.27740954;2125594.67486079;128.99816558772;152.329762478344
262;94081DI0027_20_SEN_ind02.pdf;94081DI0027;20;2;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;2125594.80349822;2125618.13797543;113.014118684518;136.307996147244
263;94081CI0178_02_SEN_ind01.pdf;94081CI0178;2;2;35;25;10;0;35;10;20m < D <= 30m;entre 60 et 90;0;0;0;0;21 X 5;3;/;2126527.10928808;2126548.66562547;-56.6747174983731;-49.4703225528781
264;94081AR0207_01_SEN_ind01.pdf;94081AR0207;1;2;84;46;38;3;81;35;Au dessus de l'axe;<30;1;1;0;0;9 X 8;6;/;2129075.67034345;2129083.77299895;-4.91915465130412;2.27368425243225
265;94081DJ0131_08_SEN_ind01.pdf;94081DJ0131;8;1;35;15;20;2;33;18;40m < D <= 50m;entre 30 et 60;1;1;1;0;13 X 10;6;NULL;2126010.86012917;2126022.4165732;-69.1459800617451;-57.0268051999479
266;94081AU0111_01_SEN_ind01.pdf;94081AU0111;1;1;51;30;21;Non identifi (btiment ferm);NULL;non dtermin;30m < D <= 40m;entre 60 et 90;Non identifi (btiment ferm);1;1;Non connus (btiment ferm);17 X 10;7;NULL;2128402.01856112;2128419.19476521;-44.7917097755352;-24.1108413401272
267;94081CI0191_05_SEN_ind01.pdf;94081CI0191;5;1;35;17;18;0;35;18;0m < D <= 10m;entre 60 et 90;0;1;0;0;35 X 22;7;/;2126698.41101865;2126728.49742816;6.41780383134896;45.2823567456853
268;94081CN0096_02_SEN_ind01.pdf;94081CN0096;2;1;41;-1;42;3;38;39;Au dessus de l'axe;entre 30 et 60;1;4;0;0;15 X 13;15;NULL;2127287.23528962;2127306.97115359;-40.751367439606;-19.6405007509298
269;94081CI0025_01_SEN_ind01.pdf;94081CI0025;1;1;35;15;20;2;33;18;10m < D <= 20m;<30;1;1;1;0;8 X 8;5;Prsence de sablire;2126870.02894145;2126878.29096441;77.0845019689375;85.3123717666092
270;94081CN0002_03_SEN_ind01.pdf;94081CN0002;3;2;45;6;39;4;41;35;40m < D <= 50m;entre 60 et 90;1;4;0;0;12 X 10;14;/;2127551.39547981;2127564.16164162;7.56433219715474;15.3454377204658
271;94081CM0025_01_SEN_ind01.pdf;94081CM0025;1;2;35;16;19;0;35;19;D > 50m;<30;0;1;1;0;16 X 6;4;Prsence de sablire;2126949.72550669;2126958.50082616;77.0416522539083;86.5356191602846
272;94081AR0502_02_SEN_ind01.pdf;94081AR0502;2;1;79;44;35;0;79;35;20m < D <= 30m;entre 30 et 60;0;0;0;0;7 X 6;2;/;2129043.3649167;2129051.07529503;-32.1286944637796;-24.9387007784219
273;94081CL0110_02_SEN_ind01.pdf;94081CL0110;2;1;35;17;18;0;35;18;0m < D <= 10m;<30;0;0;0;0;17 X 8;3;/;2126918.47210698;2126926.44100924;145.107109715667;150.277971482979
274;94081DJ0131_11_SEN_ind01.pdf;94081DJ0131;11;1;35;17;18;0;35;18;20m < D <= 30m;<30;0;0;0;0;13 X 10;3;/;2126169.22086728;2126181.17960666;-69.2922468444178;-53.36977948737
275;94081CI0191_08_SEN_ind01.pdf;94081CI0191;8;1;35;17;18;0;35;18;30m < D <= 40m;<30;0;0;1;0;11 X 11;6;/;2126733.37502703;2126745.63732645;-41.5271956125738;-30.3369236715215
276;94081CH0162_01_SEN_ind01.pdf;94081CH0162;1;2;36;13;23;0;36;23;0m < D <= 10m;<30;0;1;1;0;10 X 7;7;5;NULL;2126959.14696605;2126970.00211369;-14.1404973002414;-4.30635580656264
277;94081CH0255_01_SEN_ind01.pdf;94081CH0255;1;1;39;4;35;0;39;35;40m < D <= 50m;entre 30 et 60;0;1;0;0;10 X 8;5;/;2127142.88359392;2127154.82996606;-70.3101746181572;-56.7655842097634
278;94081CN0032_02_SEN_ind01.pdf;94081CN0032;2;1;41;5;36;0;41;36;20m < D <= 30m;entre 60 et 90;0;0;0;0;15 X 7;3;/;2127258.29866001;2127272.19278946;-76.7193329249479;-60.2623592253622
279;94081CI0191_02_SEN_ind01.pdf;94081CI0191;2;1;35;17;18;0;35;18;0m < D <= 10m;<30;0;1;0;0;80 X 22;7;/;2126603.55303038;2126684.37540446;-30.687382567252;9.41641271565213
280;94081DJ0131_12_SEN_ind01.pdf;94081DJ0131;12;1;35;17;18;0;35;18;20m < D <= 30m;<30;0;0;0;0;25 X 8;4;/;2126189.189074;2126202.880755;-69.9029570431681;-45.1583852670886
281;94081AR0130_01_SEN_ind01.pdf;94081AR0130;1;1;77;41;36;Non dtermine;NULL;non dtermin;30m < D <= 40m;<30;Non dtermine;1;0;0;8 X 7;6;NULL;2129008.60166561;2129017.70959402;-30.0894396837208;-21.8922301195435
282;94081CH0256_01_SEN_ind01.pdf;94081CH0256;1;1;40;4;36;0;40;36;D > 50m;entre 30 et 60;0;1;1;0;10 X 10;6;/;2127149.24828956;2127161.18864288;-75.675026278767;-62.1120955737428
283;94081CN0096_03_SEN_ind01.pdf;94081CN0096;3;1;41;-1;42;3;38;39;Au dessus de l'axe;entre 30 et 60;1;4;0;0;15 X 13;15;NULL;2127267.67314604;2127286.80937615;-57.9363062362921;-36.9153818714764
284;94081CI0275_02_SEN_ind01.pdf;94081CI0275;2;1;35;16;19;0;35;19;Au dessus de l'axe;entre 60 et 90;0;0;0;0;5 X 4;3;/;2126878.30998032;2126884.33185162;59.4559495723244;63.6326640382598
285;94081CI0109_01_SEN_ind01.pdf;94081CI0109;1;1;35;15;20;2;33;18;10m < D <= 20m;<30;1;0;1;0;10 X 9;5;NULL;2126901.66295463;2126914.5933053;12.1801244663349;25.221747565758
286;94081BP0148_01_SEN_ind01.pdf;94081BP0148;1;1;46;30;16;3;43;13;10m < D <= 20m;<30;1;3;0;0;18 X 18;12;NULL;2128145.23018092;2128165.00301813;-33.7980401626282;-14.8980216637367
287;94081AR0160_01_SEN_ind01.pdf;94081AR0160;1;1;89;48;41;2;87;39;10m < D <= 20m;<30;1;0;1;0;12 X 12;8;NULL;2129151.25225488;2129163.21754695;-20.4709105855003;-11.2078328426724
288;94081AS0126_01_SEN_ind01.pdf;94081AS0126;1;1;64;35;29;0;64;29;Au dessus de l'axe;entre 30 et 60;0;0;0;0;9 X 5;3;/;2128815.56303414;2128822.06548627;1.51369959018586;11.7462921587095
289;94081AU0047_01_SEN_ind01.pdf;94081AU0047;1;1;55;30;25;2;53;23;40m < D <= 50m;entre 60 et 90;1;1;1;0;10 X 7;7;NULL;2128631.10542587;2128640.11762465;61.0303852660181;72.5862041166283
290;94081AQ0100_01_SEN_ind01.pdf;94081AQ0100;1;1;96;54;42;2;94;40;10m < D <= 20m;<30;1;1;1;0;9 X 9;7;/;2129311.04892664;2129320.27924128;18.491621127126;27.5834683073703
291;94081AQ0225_01_SEN_ind01.pdf;94081AQ0225;1;1;98;60;38;0;98;38;10m < D <= 20m;entre 60 et 90;0;1;1;0;12 X 7;7;/;2129420.28477612;2129432.24589817;-15.5670804160457;-5.12944354075094
292;94081CH0192_01_SEN_ind01.pdf;94081CH0192;1;1;41;5;36;4;37;32;40m < D <= 50m;entre 60 et 90;1;1;1;0;14 X 9;6;/;2127196.15428304;2127207.02602031;-86.1390160537268;-73.801808899936
293;94081CM0156_01_SEN_ind01.pdf;94081CM0156;1;1;35;17;18;0;35;18;40m < D <= 50m;entre 30 et 60;0;0;0;0;6 X 3;3;Prsence de sablire;2126953.24896938;2126958.90231255;156.24877564504;163.544011716661
294;94081AQ0090_01_SEN_ind01.pdf;94081AQ0090;1;1;93;50;43;0;93;43;10m < D <= 20m;<30;0;0;1;0;9 X 8;5;/;2129209.82965229;2129217.63405885;12.3216673318732;20.7217949003363
295;94081CM0024_02_SEN_ind01.pdf;94081CM0024;2;1;35;16;19;0;35;19;40m < D <= 50m;entre 60 et 90;0;0;0;0;3 X 2;2;Prsence de sablire;2126942.57972733;2126947.93803765;73.8721712147686;83.3017485787829
296;94081CN0032_01_SEN_ind01.pdf;94081CN0032;1;1;42;5;37;4;38;33;30m < D <= 40m;entre 60 et 90;1;1;1;0;16 X 12;8;/;2127243.40030214;2127260.51037972;-89.3510057316072;-69.8866378100872
297;94081AU0092_02_SEN_ind01.pdf;94081AU0092;2;1;55;30;25;Non dtermin (btiment ferm);NULL;non dtermin;0m < D <= 10m;entre 60 et 90;?;0;0;0;7 X 5;3;/;2128632.16753677;2128640.08705354;16.1729447989935;24.7812422652441
298;94081DJ0088_04_SEN_ind01.pdf;94081DJ0088;4;1;35;17;18;2;33;16;10m < D <= 20m;<30;1;0;0;0;13 X 7;4;NULL;2126487.80105685;2126495.1095642;-32.4073877472522;-23.1207649674808
299;94081CH0313_01_SEN_ind01.pdf;94081CH0313;1;1;36;13;23;0;36;23;Au dessus de l'axe;entre 30 et 60;0;1;0;0;11 X 7;5;NULL;2126962.80181558;2126974.86557903;-6.27002655446812;4.36505344881708
300;94081CI0190_02_SEN_ind01.pdf;94081CI0190;2;1;35;22;13;NULL;35;13;40m < D <= 50m;entre 60 et 90;0;NULL;NULL;NULL;42 X 14;5;Prsence de sablire;2126555.75588681;2126563.46379334;97.7986451483346;111.761916910354
301;94081DI0027_15_SEN_ind02.pdf;94081DI0027;15;2;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;2125449.05435148;2125462.84835811;94.8266880918596;107.216003243187
302;94081CN0096_01_SEN_ind01.pdf;94081CN0096;1;1;42;-1;43;3;39;40;20m < D <= 30m;entre 30 et 60;1;4;0;0;15 X 13;15;NULL;2127308.06229568;2127327.95035636;-24.3091837778434;-3.38706405904011
303;94081AR0452_01_SEN_ind01.pdf;94081AR0452;1;1;73;41;32;2;71;30;0m < D <= 10m;<30;1;1;0;0;9 X 9;8;NULL;2128955.91785395;2128966.63670879;-11.3508323780555;-0.962531900586235
304;94081AR0340_02_SEN_ind01.pdf;94081AR0340;2;1;73;41;32;0;73;32;20m < D <= 30m;entre 60 et 90;0;0;0;0;7 X 6;3;NULL;2128933.35151148;2128942.97697599;27.0564907180755;35.6584685937137
305;94081CI0191_06_SEN_ind01.pdf;94081CI0191;6;1;35;17;18;0;35;18;30m < D <= 40m;<30;0;0;0;0;35 X 10;6;/;2126747.67728585;2126785.19876338;30.8769106660593;47.9382960865447
306;94081CI0026_01_SEN_ind01.pdf;94081CI0026;1;1;35;15;20;2;33;18;20m < D <= 30m;<30;1;1;1;0;8 X 8;5;Prsence de sablire;2126863.51005985;2126871.30497683;78.5109249098069;86.5477237884677
307;94081AR0413_01_SEN_ind01.pdf;94081AR0413;1;2;75;41;34;2;73;32;10m < D <= 20m;<30;1;1;0;0;10 X 8;7;/;2128971.60814448;2128982.11306578;-20.2893712042558;-8.97531977682533
308;94081AR0503_01_SEN_ind01.pdf;94081AR0503;1;1;83;44;39;Non dtermin (btiment ferm);NULL;non dtermin;10m < D <= 20m;entre 60 et 90;Non dtermin (btiment ferm);1;1;0;16 X 9;9;/;2129058.5853426;2129068.39335247;-25.1518012506407;-8.59340646094986
309;94081AQ0091_01_SEN_ind01.pdf;94081AQ0091;1;2;93;50;43;0;93;43;10m < D <= 20m;entre 60 et 90;0;2;1;0;11 X 9;10;/;2129210.45692919;2129217.56715162;-16.2394472906003;-7.4776436676425
310;94081BP0134_01_SEN_ind01.pdf;94081BP0134;1;1;45;29;16;ND4;NULL;non dtermin;10m < D <= 20m;<30;?;2;0;?;38 X 11;10;NULL;2128065.05562766;2128103.33820034;-28.032244528954;-15.9677586425724
311;94081CI0191_09_SEN_ind01.pdf;94081CI0191;9;1;35;17;18;0;35;18;10m < D <= 20m;<30;0;0;0;0;16 X 7;3;/;2126752.74217094;2126761.45450698;-24.4001401733958;-17.5629691917465
312;94081CI0191_03_SEN_ind01.pdf;94081CI0191;3;1;35;17;18;4;31;14;Au dessus de l'axe;entre 60 et 90;1;1;0;0;35 X 22;7;/;2126686.98436901;2126717.89443024;-38.0326257271908;1.71844864530915
313;94081AQ0113_02_SEN_ind01.pdf;94081AQ0113;2;1;98;58;40;0;98;40;Au-dessus de l'axe;<30;0;0;0;0;5 X 3;2;NULL;2129419.82545898;2129424.76647462;-5.89957873914658;-1.12343633038105
314;94081CI0191_01_SEN_ind01.pdf;94081CI0191;1;1;35;17;18;0;35;18;0m < D <= 10m;<30;0;1;0;0;55 X 25;7;/;2126541.50183049;2126601.09941926;-9.8671824339677;25.6674222306292
315;94081AR0153_01_SEN_ind01.pdf;94081AR0153;1;1;83;44;39;3;80;36;0m < D <= 10m;<30;1;1;1;0;11 X 10;3;/;2129054.20313973;2129065.41209803;5.47269930373889;14.4852139791212
316;94081AQ0225_02_SEN_ind01.pdf;94081AQ0225;2;1;97;60;37;0;97;37;10m < D <= 20m;entre 60 et 90;0;1;1;0;5 X 4;4;NULL;2129411.47271997;2129417.4350103;-20.2480760918068;-13.3558996156794
317;94081DI0027_10_SEN_ind02.pdf;94081DI0027;10;2;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;2125508.76433825;2125522.93069283;108.169047109801;121.539715283552
318;94081AU0033_01_SEN_ind01.pdf;94081AU0033;1;2;58;31;27;2;56;25;0m < D <= 10m;entre 60 et 90;1;0;1;0;8 X 8;5;/;2128691.62156851;2128701.74219151;-0.414983072343518;9.70683741065761
319;94081AU0092_01_SEN_ind01.pdf;94081AU0092;1;1;55;30;25;Non dtermin (btiment ferm);NULL;non dtermin;20m < D <= 30m;entre 60 et 90;?;1;1;0;9 X 9;6;/;2128629.13225073;2128639.84309451;27.9035148289192;39.676135540222
320;94081CN0096_06_SEN_ind01.pdf;94081CN0096;6;2;42;-1;43;3;39;40;10m < D <= 20m;entre 30 et 60;1;9;0;2;32 X 9;27;NULL;2127265.76015749;2127395.28049112;-152.946879924977;-4.30694586855237
321;94081CU0141_02_SEN_ind01.pdf;94081CU0141;2;2;43;27;16;3;40;13;30m < D <= 40m;entre 60 et 90;1;14;0;2;22 X 17;42;/;2127920.40587292;2128010.08534775;40.6832384150523;94.5762272529007
322;94081CN0003_02_SEN_ind01.pdf;94081CN0003;2;2;45;4;41;4;41;37;30m < D <= 40m;<30;1;4;0;0;11 X 10;14;/;2127446.84934704;2127516.92021506;0.599848383532846;137.497089155241
323;94081AQ0097_01_SEN_ind01.pdf;94081AQ0097;1;1;95;52;43;0;95;43;Au dessus de l'axe;entre 60 et 90;0;1;1;0;41 X 12;8;/;2129248.32561931;2129276.9382088;-15.9100105316382;29.0392453994322
324;94081AS0357_01_SEN_ind01.pdf;94081AS0357;1;1;62;33;29;0;62;29;10m < D <= 20m;<30;0;1;1;0;9 X 7;5;/;2128769.89896752;2128780.71125583;-11.8507021757181;-1.06595579554108
325;94081AQ0119_01_SEN_ind01.pdf;94081AQ0119;1;1;97;60;37;0;97;37;20m < D <= 30m;entre 60 et 90;0;2;0;0;14 X 10;8;/;2129413.01504654;2129429.29262373;-26.708786892834;-16.6808028542454
326;94081CM0019_02_SEN_ind01.pdf;94081CM0019;2;2;35;16;19;0;35;19;40m < D <= 50m;entre 60 et 90;0;1;1;0;19 X 9;6;Prsence de sablire;2126935.92797128;2126944.23686699;112.747940762943;121.140724663631
327;94081AU0032_01_SEN_ind01.pdf;94081AU0032;1;1;58;31;27;2;56;25;0m < D <= 10m;entre 60 et 90;1;0;1;0;8 X 8;5;/;2128685.34476957;2128695.76556506;4.03212115569233;14.6350496427599
328;94081AS0369_02_SEN_ind01.pdf;94081AS0369;2;2;65;37;28;0;65;28;0m < D <= 10m;entre 60 et 90;0;0;0;0;7 X 4;3;NULL;2128858.64173502;2128864.32244714;-7.38425750897183;-1.25444839508871
329;94081CI0221_01_SEN_ind01.pdf;94081CI0221;1;2;35;17;18;0;35;18;D > 50 m;entre 60 et 90;0;1;0;0;30 X 14;7;/;2126561.46920842;2126577.25622469;-84.517298893961;-51.8597168502486
330;94081CM0021_01_SEN_ind01.pdf;94081CM0021;1;1;35;16;19;0;35;19;40m < D <= 50m;entre 60 et 90;0;0;1;0;11 X 9;4;Prsence de sablire;2126953.82476502;2126966.82405068;99.4985108911179;107.839562121402
331;94081AQ0314_01_SEN_ind01.pdf;94081AQ0314;1;1;96;56;40;Non dtermin;NULL;non dtermin;10m < D <= 20m;<30;Non dtermin;1;1;0;8 X 7;7;/;2129344.64199162;2129355.20771439;-22.842821544398;-12.4817741704084
332;94081AR0469_01_SEN_ind01.pdf;94081AR0469;1;1;84;46;38;2;82;36;10m < D <= 20m;<30;1;0;1;0;10 X 8;7;/;2129080.49135492;2129092.81211973;-21.1501146172633;-11.2242660135552
333;94081CM0065_02_SEN_ind01.pdf;94081CM0065;2;1;35;17;18;0;35;18;D > 50m;entre 60 et 90;0;0;0;0;26 X 8;4;/;2126978.80184582;2126988.83224529;125.673202364973;135.240091288543
334;94081CM0020_01_SEN_ind01.pdf;94081CM0020;1;1;35;16;19;2;33;17;20m < D <= 30m;entre 60 et 90;1;0;1;0;11 X 9;4;Prsence de sablire;2126934.1153884;2126946.12901896;101.057713628345;114.301770718386
335;94081BP0027_01_SEN_ind01.pdf;94081BP0027;1;2;45;24;21;0;45;21;10m < D <= 20m;<30;1;4;0;0;40 X 9;17;/;2127954.692864;2127996.29837735;-22.0886973118648;-14.1446089964923
336;94081AR0394_02_SEN_ind01.pdf;94081AR0394;2;1;82;44;38;0;82;38;Au dessus de l'axe;entre 60 et 90;0;0;0;0;12 X 4;2;NULL;2129049.99434358;2129053.27958293;0.989305577320252;6.89588692585361
337;94081AS0121_02_SEN_ind01.pdf;94081AS0121;2;1;63;35;28;2;61;26;10m < D <= 20m;<30;1;1;0;0;12 X 9;6;Sous sol semi enterr;2128776.73350938;2128791.43686151;-16.6960323728318;-3.73910266229856
338;94081AS0060_01_SEN_ind01.pdf;94081AS0060;1;2;68;39;29;Non dtermin (btiment ferm);NULL;non dtermin;20m < D <= 30m;<30;Non dtermin (btiment ferm);1;1;0;15 X 5;7;/;2128882.61455133;2128898.37596033;26.003987469681;32.6122842955987
339;94081CI0015_01_SEN_ind01.pdf;94081CI0015;1;1;35;13;22;2;33;20;10m < D <= 20m;entre 60 et 90;1;1;1;0;11 X 5;6;NULL;2126942.96150871;2126950.61627703;10.600325320898;22.7765759653061
340;94081CH0190_01_SEN_ind01.pdf;94081CH0190;1;1;40;5;35;4;36;31;40m < D <= 50m;entre 60 et 90;0;1;1;0;11 X 9;6;/;2127176.2921681;2127189.60907436;-70.2854823699955;-56.0812603589231
341;94081AR0162_02_SEN_ind01.pdf;94081AR0162;2;1;90;48;42;Non dtermin;NULL;non dtermin;10m < D <= 20m;<30;Non dtermin;2;1;0;12 X 8;6;NULL;2129165.68926397;2129197.49349483;-24.7511078669498;-15.5403610296228
342;94081AR0460_01_SEN_ind01.pdf;94081AR0460;1;1;85;46;39;2;83;37;0m < D <= 10m;<30;1;1;0;0;12 X 6;7;Terrain en pente;2129094.82618587;2129107.40113059;-16.907515940358;-9.27237964521337
343;94081CL0110_01_SEN_ind01.pdf;94081CL0110;1;1;35;17;18;2;33;16;0m < D <= 10m;entre 60 et 90;1;0;1;0;13 X 9;3;NULL;2126918.58786925;2126930.54085497;147.310296378139;159.951436770712
344;94081BP0027_02_SEN_ind01.pdf;94081BP0027;2;2;46;24;22;3;43;19;40m < D <= 50m;entre 60 et 90;1;5;0;0;68 X 9;20;/;2127953.15387937;2127963.21398424;-101.678351150499;-40.526847838662
345;94081AQ0316_01_SEN_ind01.pdf;94081AQ0316;1;1;96;56;40;2;94;38;20m < D <= 30m;entre 30 et 60;1;0;1;0;12 X 6;6;/;2129338.66045713;2129350.60759702;-33.256782723537;-24.012432404608
346;94081AV0016_01_SEN_ind01.pdf;94081AV0016;1;2;60;31;29;Non dtermin (btiment ferm);NULL;non dtermin;20m < D <= 30m;entre 30 et 60;Non dtermin (btiment ferm);1;1;0;10 X 8;7;/;2128728.8900167;2128741.34597073;-28.8283666406974;-17.6564345004054
347;94081AS0122_01_SEN_ind01.pdf;94081AS0122;1;2;63;35;28;Non determin (btiment ferm);NULL;non dtermin;0m < D <= 10m;entre 30 et 60;?;1;1;0;10 X 7;5;/;2128800.36730368;2128812.09487908;7.37816377028394;18.7878876102785
348;94081AQ0104_02_SEN_ind01.pdf;94081AQ0104;2;1;97;58;39;1;96;38;30m < D <= 40m;<30;1;1;1;0;9 X 5;8;Bti coll derrire la maison;2129354.1076003;2129364.96904286;20.6587290484128;32.5774924041542
349;94081AS0139_01_SEN_ind01.pdf;94081AS0139;1;1;67;39;28;Non dtermine (btiment ferm);NULL;non dtermin;0m < D <= 10m;<30;?;2;1;?;23 X 11;10;/;2128874.12309491;2128880.63278301;-0.387948681069958;4.98868019766314
350;94081CI0019_02_SEN_ind01.pdf;94081CI0019;2;1;35;15;20;0;35;20;40m < D <= 50m;<30;0;0;0;0;11 X 8;4;/;2126921.58976827;2126935.08963036;25.4573363340872;37.0661515054544
351;94081CM0142_01_SEN_ind01.pdf;94081CM0142;1;1;35;16;19;2;33;17;40m < D <= 50m;entre 60 et 90;1;1;1;0;6 X 4;5;Prsence de sablire;2126938.94595166;2126949.81161359;92.9468310975127;100.480034316869
352;94081DI0024_03_SEN_ind01.pdf;94081DI0024;3;2;35;15;20;8;27;12;D > 50 m;<30;3;4 (en comptant le rez de jardin);0;1;30 X 30;15;NULL;2125936.3603995;2126027.36007224;-123.313911838953;-50.0845294422497
353;94081BP0100_02_SEN_ind01.pdf;94081BP0100;2;2;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;2128352.64731978;2128388.73658364;-16.1507024702428;52.7997450435345
354;94081CO0175_01_SEN_ind01.pdf;94081CO0175;1;1;43;11;32;3;40;29;30m < D <= 40m;<30;1;4;0;Non connus (halls inaccessibles);30 X 7;14;NULL;2127596.00927627;2127650.93477385;22.330040390657;179.732179649359
355;94081CU0299_01_SEN_ind01.pdf;94081CU0299;1;1;45;30;15;7;38;8;40m < D <= 50m;<30;2 partiel;6;0;2;35 X 11;20;NULL;2128247.59366519;2128279.98753605;45.3534462648529;115.169450008665
356;94081BP0150_02_SEN_ind01.pdf;94081BP0150;2;1;45;22;23;0;45;23;30m < D <= 40m;entre 60 et 90;0;3;0;0;12 X 12;14;/;2127899.10717224;2127929.80080853;-106.146416606609;-26.04017561132
