shapeid;file_name;parcel;bldg_no;sc_lev;z_dem;z_top_tun;overburden;depth_fond;z_fondatio;overburde2;d_min_rang;angle_bldg;stories_un;stories_ov;nb_de_nive;lift_no;footprint;height_ove;comments;pk_min;pk_max;d_min;d_max
259;94081BT0134_04_SEN_ind01.pdf;94081BT0134;4;2;46;11;35;2;44;33;30m < D <= 40m;entre 60 et 90;Caves dsafectes;9;0;2;50 X 11;30;NULL;2127661.854;2127678.367;-139.374416;-39.05375292
260;94081AU0171_01_SEN_ind01.pdf;94081AU0171;1;1;51;30;21;8;43;13;40m < D <= 50m;<30;3;R+8;0;2;150 X 70;25;NULL;2128455.21;2128516.175;34.62950415;76.5647723
261;94081DI0027_19_SEN_ind02.pdf;94081DI0027;19;2;NULL;ND2;ND3;0;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;7;ND15;2125571.277;2125594.675;128.9981656;152.3297625
262;94081DI0027_20_SEN_ind02.pdf;94081DI0027;20;2;NULL;ND2;ND3;0;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;7;ND15;2125594.803;2125618.138;113.0141187;136.3079961
263;94081CI0178_02_SEN_ind01.pdf;94081CI0178;2;2;35;25;10;0;35;10;20m < D <= 30m;entre 60 et 90;0;0;0;0;21 X 5;3;/;2126527.109;2126548.666;-56.6747175;-49.47032255
264;94081AR0207_01_SEN_ind01.pdf;94081AR0207;1;2;84;46;38;3;81;35;Au dessus de l'axe;<30;1;1;0;0;9 X 8;6;/;2129075.67;2129083.773;-4.919154651;2.273684252
265;94081DJ0131_08_SEN_ind01.pdf;94081DJ0131;8;1;35;15;20;2;33;18;40m < D <= 50m;entre 30 et 60;1;1;1;0;13 X 10;6;NULL;2126010.86;2126022.417;-69.14598006;-57.0268052
266;94081AU0111_01_SEN_ind01.pdf;94081AU0111;1;1;51;30;21;0;NULL;non dtermin;30m < D <= 40m;entre 60 et 90;Non identifi (btiment ferm);1;1;Non connus (btiment ferm);17 X 10;7;NULL;2128402.019;2128419.195;-44.79170978;-24.11084134
267;94081CI0191_05_SEN_ind01.pdf;94081CI0191;5;1;35;17;18;0;35;18;0m < D <= 10m;entre 60 et 90;0;1;0;0;35 X 22;7;/;2126698.411;2126728.497;6.417803831;45.28235675
268;94081CN0096_02_SEN_ind01.pdf;94081CN0096;2;1;41;-1;42;3;38;39;Au dessus de l'axe;entre 30 et 60;1;4;0;0;15 X 13;15;NULL;2127287.235;2127306.971;-40.75136744;-19.64050075
269;94081CI0025_01_SEN_ind01.pdf;94081CI0025;1;1;35;15;20;2;33;18;10m < D <= 20m;<30;1;1;1;0;8 X 8;5;Prsence de sablire;2126870.029;2126878.291;77.08450197;85.31237177
270;94081CN0002_03_SEN_ind01.pdf;94081CN0002;3;2;45;6;39;4;41;35;40m < D <= 50m;entre 60 et 90;1;4;0;0;12 X 10;14;/;2127551.395;2127564.162;7.564332197;15.34543772
271;94081CM0025_01_SEN_ind01.pdf;94081CM0025;1;2;35;16;19;0;35;19;D > 50m;<30;0;1;1;0;16 X 6;4;Prsence de sablire;2126949.726;2126958.501;77.04165225;86.53561916
272;94081AR0502_02_SEN_ind01.pdf;94081AR0502;2;1;79;44;35;0;79;35;20m < D <= 30m;entre 30 et 60;0;0;0;0;7 X 6;2;/;2129043.365;2129051.075;-32.12869446;-24.93870078
273;94081CL0110_02_SEN_ind01.pdf;94081CL0110;2;1;35;17;18;0;35;18;0m < D <= 10m;<30;0;0;0;0;17 X 8;3;/;2126918.472;2126926.441;145.1071097;150.2779715
274;94081DJ0131_11_SEN_ind01.pdf;94081DJ0131;11;1;35;17;18;0;35;18;20m < D <= 30m;<30;0;0;0;0;13 X 10;3;/;2126169.221;2126181.18;-69.29224684;-53.36977949
275;94081CI0191_08_SEN_ind01.pdf;94081CI0191;8;1;35;17;18;0;35;18;30m < D <= 40m;<30;0;0;1;0;11 X 11;6;/;2126733.375;2126745.637;-41.52719561;-30.33692367
276;94081CH0162_01_SEN_ind01.pdf;94081CH0162;1;2;36;13;23;0;36;23;0m < D <= 10m;<30;0;1;1;0;10 X 7;7;5;2126959.147;2126970.002;-14.1404973;-4.306355807
277;94081CH0255_01_SEN_ind01.pdf;94081CH0255;1;1;39;4;35;0;39;35;40m < D <= 50m;entre 30 et 60;0;1;0;0;10 X 8;5;/;2127142.884;2127154.83;-70.31017462;-56.76558421
278;94081CN0032_02_SEN_ind01.pdf;94081CN0032;2;1;41;5;36;0;41;36;20m < D <= 30m;entre 60 et 90;0;0;0;0;15 X 7;3;/;2127258.299;2127272.193;-76.71933292;-60.26235923
279;94081CI0191_02_SEN_ind01.pdf;94081CI0191;2;1;35;17;18;0;35;18;0m < D <= 10m;<30;0;1;0;0;80 X 22;7;/;2126603.553;2126684.375;-30.68738257;9.416412716
280;94081DJ0131_12_SEN_ind01.pdf;94081DJ0131;12;1;35;17;18;0;35;18;20m < D <= 30m;<30;0;0;0;0;25 X 8;4;/;2126189.189;2126202.881;-69.90295704;-45.15838527
281;94081AR0130_01_SEN_ind01.pdf;94081AR0130;1;1;77;41;36;0;NULL;non dtermin;30m < D <= 40m;<30;Non dtermine;1;0;0;8 X 7;6;NULL;2129008.602;2129017.71;-30.08943968;-21.89223012
282;94081CH0256_01_SEN_ind01.pdf;94081CH0256;1;1;40;4;36;0;40;36;D > 50m;entre 30 et 60;0;1;1;0;10 X 10;6;/;2127149.248;2127161.189;-75.67502628;-62.11209557
283;94081CN0096_03_SEN_ind01.pdf;94081CN0096;3;1;41;-1;42;3;38;39;Au dessus de l'axe;entre 30 et 60;1;4;0;0;15 X 13;15;NULL;2127267.673;2127286.809;-57.93630624;-36.91538187
284;94081CI0275_02_SEN_ind01.pdf;94081CI0275;2;1;35;16;19;0;35;19;Au dessus de l'axe;entre 60 et 90;0;0;0;0;5 X 4;3;/;2126878.31;2126884.332;59.45594957;63.63266404
285;94081CI0109_01_SEN_ind01.pdf;94081CI0109;1;1;35;15;20;2;33;18;10m < D <= 20m;<30;1;0;1;0;10 X 9;5;NULL;2126901.663;2126914.593;12.18012447;25.22174757
286;94081BP0148_01_SEN_ind01.pdf;94081BP0148;1;1;46;30;16;3;43;13;10m < D <= 20m;<30;1;3;0;0;18 X 18;12;NULL;2128145.23;2128165.003;-33.79804016;-14.89802166
287;94081AR0160_01_SEN_ind01.pdf;94081AR0160;1;1;89;48;41;2;87;39;10m < D <= 20m;<30;1;0;1;0;12 X 12;8;NULL;2129151.252;2129163.218;-20.47091059;-11.20783284
288;94081AS0126_01_SEN_ind01.pdf;94081AS0126;1;1;64;35;29;0;64;29;Au dessus de l'axe;entre 30 et 60;0;0;0;0;9 X 5;3;/;2128815.563;2128822.065;1.51369959;11.74629216
289;94081AU0047_01_SEN_ind01.pdf;94081AU0047;1;1;55;30;25;2;53;23;40m < D <= 50m;entre 60 et 90;1;1;1;0;10 X 7;7;NULL;2128631.105;2128640.118;61.03038527;72.58620412
290;94081AQ0100_01_SEN_ind01.pdf;94081AQ0100;1;1;96;54;42;2;94;40;10m < D <= 20m;<30;1;1;1;0;9 X 9;7;/;2129311.049;2129320.279;18.49162113;27.58346831
291;94081AQ0225_01_SEN_ind01.pdf;94081AQ0225;1;1;98;60;38;0;98;38;10m < D <= 20m;entre 60 et 90;0;1;1;0;12 X 7;7;/;2129420.285;2129432.246;-15.56708042;-5.129443541
292;94081CH0192_01_SEN_ind01.pdf;94081CH0192;1;1;41;5;36;4;37;32;40m < D <= 50m;entre 60 et 90;1;1;1;0;14 X 9;6;/;2127196.154;2127207.026;-86.13901605;-73.8018089
293;94081CM0156_01_SEN_ind01.pdf;94081CM0156;1;1;35;17;18;0;35;18;40m < D <= 50m;entre 30 et 60;0;0;0;0;6 X 3;3;Prsence de sablire;2126953.249;2126958.902;156.2487756;163.5440117
294;94081AQ0090_01_SEN_ind01.pdf;94081AQ0090;1;1;93;50;43;0;93;43;10m < D <= 20m;<30;0;0;1;0;9 X 8;5;/;2129209.83;2129217.634;12.32166733;20.7217949
295;94081CM0024_02_SEN_ind01.pdf;94081CM0024;2;1;35;16;19;0;35;19;40m < D <= 50m;entre 60 et 90;0;0;0;0;3 X 2;2;Prsence de sablire;2126942.58;2126947.938;73.87217121;83.30174858
296;94081CN0032_01_SEN_ind01.pdf;94081CN0032;1;1;42;5;37;4;38;33;30m < D <= 40m;entre 60 et 90;1;1;1;0;16 X 12;8;/;2127243.4;2127260.51;-89.35100573;-69.88663781
297;94081AU0092_02_SEN_ind01.pdf;94081AU0092;2;1;55;30;25;0;NULL;non dtermin;0m < D <= 10m;entre 60 et 90;?;0;0;0;7 X 5;3;/;2128632.168;2128640.087;16.1729448;24.78124227
298;94081DJ0088_04_SEN_ind01.pdf;94081DJ0088;4;1;35;17;18;2;33;16;10m < D <= 20m;<30;1;0;0;0;13 X 7;4;NULL;2126487.801;2126495.11;-32.40738775;-23.12076497
299;94081CH0313_01_SEN_ind01.pdf;94081CH0313;1;1;36;13;23;0;36;23;Au dessus de l'axe;entre 30 et 60;0;1;0;0;11 X 7;5;NULL;2126962.802;2126974.866;-6.270026554;4.365053449
300;94081CI0190_02_SEN_ind01.pdf;94081CI0190;2;1;35;22;13;0;35;13;40m < D <= 50m;entre 60 et 90;0;NULL;NULL;NULL;42 X 14;5;Prsence de sablire;2126555.756;2126563.464;97.79864515;111.7619169
301;94081DI0027_15_SEN_ind02.pdf;94081DI0027;15;2;NULL;ND2;ND3;0;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;7;ND15;2125449.054;2125462.848;94.82668809;107.2160032
302;94081CN0096_01_SEN_ind01.pdf;94081CN0096;1;1;42;-1;43;3;39;40;20m < D <= 30m;entre 30 et 60;1;4;0;0;15 X 13;15;NULL;2127308.062;2127327.95;-24.30918378;-3.387064059
303;94081AR0452_01_SEN_ind01.pdf;94081AR0452;1;1;73;41;32;2;71;30;0m < D <= 10m;<30;1;1;0;0;9 X 9;8;NULL;2128955.918;2128966.637;-11.35083238;-0.962531901
304;94081AR0340_02_SEN_ind01.pdf;94081AR0340;2;1;73;41;32;0;73;32;20m < D <= 30m;entre 60 et 90;0;0;0;0;7 X 6;3;NULL;2128933.352;2128942.977;27.05649072;35.65846859
305;94081CI0191_06_SEN_ind01.pdf;94081CI0191;6;1;35;17;18;0;35;18;30m < D <= 40m;<30;0;0;0;0;35 X 10;6;/;2126747.677;2126785.199;30.87691067;47.93829609
306;94081CI0026_01_SEN_ind01.pdf;94081CI0026;1;1;35;15;20;2;33;18;20m < D <= 30m;<30;1;1;1;0;8 X 8;5;Prsence de sablire;2126863.51;2126871.305;78.51092491;86.54772379
307;94081AR0413_01_SEN_ind01.pdf;94081AR0413;1;2;75;41;34;2;73;32;10m < D <= 20m;<30;1;1;0;0;10 X 8;7;/;2128971.608;2128982.113;-20.2893712;-8.975319777
308;94081AR0503_01_SEN_ind01.pdf;94081AR0503;1;1;83;44;39;0;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;Non dtermin (btiment ferm);1;1;0;16 X 9;9;/;2129058.585;2129068.393;-25.15180125;-8.593406461
309;94081AQ0091_01_SEN_ind01.pdf;94081AQ0091;1;2;93;50;43;0;93;43;10m < D <= 20m;entre 60 et 90;0;2;1;0;11 X 9;10;/;2129210.457;2129217.567;-16.23944729;-7.477643668
310;94081BP0134_01_SEN_ind01.pdf;94081BP0134;1;1;45;29;16;0;NULL;non dtermin;10m < D <= 20m;<30;?;2;0;?;38 X 11;10;NULL;2128065.056;2128103.338;-28.03224453;-15.96775864
311;94081CI0191_09_SEN_ind01.pdf;94081CI0191;9;1;35;17;18;0;35;18;10m < D <= 20m;<30;0;0;0;0;16 X 7;3;/;2126752.742;2126761.455;-24.40014017;-17.56296919
312;94081CI0191_03_SEN_ind01.pdf;94081CI0191;3;1;35;17;18;4;31;14;Au dessus de l'axe;entre 60 et 90;1;1;0;0;35 X 22;7;/;2126686.984;2126717.894;-38.03262573;1.718448645
313;94081AQ0113_02_SEN_ind01.pdf;94081AQ0113;2;1;98;58;40;0;98;40;Au-dessus de l'axe;<30;0;0;0;0;5 X 3;2;NULL;2129419.825;2129424.766;-5.899578739;-1.12343633
314;94081CI0191_01_SEN_ind01.pdf;94081CI0191;1;1;35;17;18;0;35;18;0m < D <= 10m;<30;0;1;0;0;55 X 25;7;/;2126541.502;2126601.099;-9.867182434;25.66742223
315;94081AR0153_01_SEN_ind01.pdf;94081AR0153;1;1;83;44;39;3;80;36;0m < D <= 10m;<30;1;1;1;0;11 X 10;3;/;2129054.203;2129065.412;5.472699304;14.48521398
316;94081AQ0225_02_SEN_ind01.pdf;94081AQ0225;2;1;97;60;37;0;97;37;10m < D <= 20m;entre 60 et 90;0;1;1;0;5 X 4;4;NULL;2129411.473;2129417.435;-20.24807609;-13.35589962
317;94081DI0027_10_SEN_ind02.pdf;94081DI0027;10;2;NULL;ND2;ND3;0;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;7;ND15;2125508.764;2125522.931;108.1690471;121.5397153
318;94081AU0033_01_SEN_ind01.pdf;94081AU0033;1;2;58;31;27;2;56;25;0m < D <= 10m;entre 60 et 90;1;0;1;0;8 X 8;5;/;2128691.622;2128701.742;-0.414983072;9.706837411
319;94081AU0092_01_SEN_ind01.pdf;94081AU0092;1;1;55;30;25;0;NULL;non dtermin;20m < D <= 30m;entre 60 et 90;?;1;1;0;9 X 9;6;/;2128629.132;2128639.843;27.90351483;39.67613554
320;94081CN0096_06_SEN_ind01.pdf;94081CN0096;6;2;42;-1;43;3;39;40;10m < D <= 20m;entre 30 et 60;1;9;0;2;32 X 9;27;NULL;2127265.76;2127395.28;-152.9468799;-4.306945869
321;94081CU0141_02_SEN_ind01.pdf;94081CU0141;2;2;43;27;16;3;40;13;30m < D <= 40m;entre 60 et 90;1;14;0;2;22 X 17;42;/;2127920.406;2128010.085;40.68323842;94.57622725
322;94081CN0003_02_SEN_ind01.pdf;94081CN0003;2;2;45;4;41;4;41;37;30m < D <= 40m;<30;1;4;0;0;11 X 10;14;/;2127446.849;2127516.92;0.599848384;137.4970892
323;94081AQ0097_01_SEN_ind01.pdf;94081AQ0097;1;1;95;52;43;0;95;43;Au dessus de l'axe;entre 60 et 90;0;1;1;0;41 X 12;8;/;2129248.326;2129276.938;-15.91001053;29.0392454
324;94081AS0357_01_SEN_ind01.pdf;94081AS0357;1;1;62;33;29;0;62;29;10m < D <= 20m;<30;0;1;1;0;9 X 7;5;/;2128769.899;2128780.711;-11.85070218;-1.065955796
325;94081AQ0119_01_SEN_ind01.pdf;94081AQ0119;1;1;97;60;37;0;97;37;20m < D <= 30m;entre 60 et 90;0;2;0;0;14 X 10;8;/;2129413.015;2129429.293;-26.70878689;-16.68080285
326;94081CM0019_02_SEN_ind01.pdf;94081CM0019;2;2;35;16;19;0;35;19;40m < D <= 50m;entre 60 et 90;0;1;1;0;19 X 9;6;Prsence de sablire;2126935.928;2126944.237;112.7479408;121.1407247
327;94081AU0032_01_SEN_ind01.pdf;94081AU0032;1;1;58;31;27;2;56;25;0m < D <= 10m;entre 60 et 90;1;0;1;0;8 X 8;5;/;2128685.345;2128695.766;4.032121156;14.63504964
328;94081AS0369_02_SEN_ind01.pdf;94081AS0369;2;2;65;37;28;0;65;28;0m < D <= 10m;entre 60 et 90;0;0;0;0;7 X 4;3;NULL;2128858.642;2128864.322;-7.384257509;-1.254448395
329;94081CI0221_01_SEN_ind01.pdf;94081CI0221;1;2;35;17;18;0;35;18;D > 50 m;entre 60 et 90;0;1;0;0;30 X 14;7;/;2126561.469;2126577.256;-84.51729889;-51.85971685
330;94081CM0021_01_SEN_ind01.pdf;94081CM0021;1;1;35;16;19;0;35;19;40m < D <= 50m;entre 60 et 90;0;0;1;0;11 X 9;4;Prsence de sablire;2126953.825;2126966.824;99.49851089;107.8395621
331;94081AQ0314_01_SEN_ind01.pdf;94081AQ0314;1;1;96;56;40;0;NULL;non dtermin;10m < D <= 20m;<30;Non dtermin;1;1;0;8 X 7;7;/;2129344.642;2129355.208;-22.84282154;-12.48177417
332;94081AR0469_01_SEN_ind01.pdf;94081AR0469;1;1;84;46;38;2;82;36;10m < D <= 20m;<30;1;0;1;0;10 X 8;7;/;2129080.491;2129092.812;-21.15011462;-11.22426601
333;94081CM0065_02_SEN_ind01.pdf;94081CM0065;2;1;35;17;18;0;35;18;D > 50m;entre 60 et 90;0;0;0;0;26 X 8;4;/;2126978.802;2126988.832;125.6732024;135.2400913
334;94081CM0020_01_SEN_ind01.pdf;94081CM0020;1;1;35;16;19;2;33;17;20m < D <= 30m;entre 60 et 90;1;0;1;0;11 X 9;4;Prsence de sablire;2126934.115;2126946.129;101.0577136;114.3017707
335;94081BP0027_01_SEN_ind01.pdf;94081BP0027;1;2;45;24;21;0;45;21;10m < D <= 20m;<30;1;4;0;0;40 X 9;17;/;2127954.693;2127996.298;-22.08869731;-14.144609
336;94081AR0394_02_SEN_ind01.pdf;94081AR0394;2;1;82;44;38;0;82;38;Au dessus de l'axe;entre 60 et 90;0;0;0;0;12 X 4;2;NULL;2129049.994;2129053.28;0.989305577;6.895886926
337;94081AS0121_02_SEN_ind01.pdf;94081AS0121;2;1;63;35;28;2;61;26;10m < D <= 20m;<30;1;1;0;0;12 X 9;6;Sous sol semi enterr;2128776.734;2128791.437;-16.69603237;-3.739102662
338;94081AS0060_01_SEN_ind01.pdf;94081AS0060;1;2;68;39;29;0;NULL;non dtermin;20m < D <= 30m;<30;Non dtermin (btiment ferm);1;1;0;15 X 5;7;/;2128882.615;2128898.376;26.00398747;32.6122843
339;94081CI0015_01_SEN_ind01.pdf;94081CI0015;1;1;35;13;22;2;33;20;10m < D <= 20m;entre 60 et 90;1;1;1;0;11 X 5;6;NULL;2126942.962;2126950.616;10.60032532;22.77657597
340;94081CH0190_01_SEN_ind01.pdf;94081CH0190;1;1;40;5;35;4;36;31;40m < D <= 50m;entre 60 et 90;0;1;1;0;11 X 9;6;/;2127176.292;2127189.609;-70.28548237;-56.08126036
341;94081AR0162_02_SEN_ind01.pdf;94081AR0162;2;1;90;48;42;0;NULL;non dtermin;10m < D <= 20m;<30;Non dtermin;2;1;0;12 X 8;6;NULL;2129165.689;2129197.493;-24.75110787;-15.54036103
342;94081AR0460_01_SEN_ind01.pdf;94081AR0460;1;1;85;46;39;2;83;37;0m < D <= 10m;<30;1;1;0;0;12 X 6;7;Terrain en pente;2129094.826;2129107.401;-16.90751594;-9.272379645
343;94081CL0110_01_SEN_ind01.pdf;94081CL0110;1;1;35;17;18;2;33;16;0m < D <= 10m;entre 60 et 90;1;0;1;0;13 X 9;3;NULL;2126918.588;2126930.541;147.3102964;159.9514368
344;94081BP0027_02_SEN_ind01.pdf;94081BP0027;2;2;46;24;22;3;43;19;40m < D <= 50m;entre 60 et 90;1;5;0;0;68 X 9;20;/;2127953.154;2127963.214;-101.6783512;-40.52684784
345;94081AQ0316_01_SEN_ind01.pdf;94081AQ0316;1;1;96;56;40;2;94;38;20m < D <= 30m;entre 30 et 60;1;0;1;0;12 X 6;6;/;2129338.66;2129350.608;-33.25678272;-24.0124324
346;94081AV0016_01_SEN_ind01.pdf;94081AV0016;1;2;60;31;29;0;NULL;non dtermin;20m < D <= 30m;entre 30 et 60;Non dtermin (btiment ferm);1;1;0;10 X 8;7;/;2128728.89;2128741.346;-28.82836664;-17.6564345
347;94081AS0122_01_SEN_ind01.pdf;94081AS0122;1;2;63;35;28;0;NULL;non dtermin;0m < D <= 10m;entre 30 et 60;?;1;1;0;10 X 7;5;/;2128800.367;2128812.095;7.37816377;18.78788761
348;94081AQ0104_02_SEN_ind01.pdf;94081AQ0104;2;1;97;58;39;1;96;38;30m < D <= 40m;<30;1;1;1;0;9 X 5;8;Bti coll derrire la maison;2129354.108;2129364.969;20.65872905;32.5774924
349;94081AS0139_01_SEN_ind01.pdf;94081AS0139;1;1;67;39;28;0;NULL;non dtermin;0m < D <= 10m;<30;?;2;1;?;23 X 11;10;/;2128870.294;2128896.38;-25.72968816;-7.398216352
350;94081CI0019_02_SEN_ind01.pdf;94081CI0019;2;1;35;15;20;0;35;20;40m < D <= 50m;<30;0;0;0;0;11 X 8;4;/;2126921.59;2126935.09;25.45733633;37.06615151
351;94081CM0142_01_SEN_ind01.pdf;94081CM0142;1;1;35;16;19;2;33;17;40m < D <= 50m;entre 60 et 90;1;1;1;0;6 X 4;5;Prsence de sablire;2126938.946;2126949.812;92.9468311;100.4800343
352;94081DI0024_03_SEN_ind01.pdf;94081DI0024;3;2;35;15;20;8;27;12;D > 50 m;<30;3;4 (en comptant le rez de jardin);0;1;30 X 30;15;NULL;2125936.36;2126027.36;-123.3139118;-50.08452944
353;94081BP0100_02_SEN_ind01.pdf;94081BP0100;2;2;NULL;ND2;ND3;0;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;7;ND15;2128352.647;2128388.737;-16.15070247;52.79974504
354;94081CO0175_01_SEN_ind01.pdf;94081CO0175;1;1;43;11;32;3;40;29;30m < D <= 40m;<30;1;4;0;Non connus (halls inaccessibles);30 X 7;14;NULL;2127596.009;2127650.935;22.33004039;179.7321796
355;94081CU0299_01_SEN_ind01.pdf;94081CU0299;1;1;45;30;15;7;38;8;40m < D <= 50m;<30;2 partiel;6;0;2;35 X 11;20;NULL;2128247.594;2128279.988;45.35344626;115.16945
356;94081BP0150_02_SEN_ind01.pdf;94081BP0150;2;1;45;22;23;0;45;23;30m < D <= 40m;entre 60 et 90;0;3;0;0;12 X 12;14;/;2127899.107;2127929.801;-106.1464166;-26.04017561
357;94081AU0171_03_SEN_ind01.pdf;94081AU0171;3;1;52;30;22;8;44;14;40m < D <= 50m;<30;3;R+9;0;2;150 X 70;28;NULL;2128531.25;2128592.263;36.75739781;119.5562299
358;94081AU0100_02_SEN_ind01.pdf;94081AU0100;2;1;56;30;26;0;56;26;10m < D <= 20m;entre 60 et 90;0;1 niveau partiel (logement gardien);0;0;50 X 30;6;NULL;2128558.343;2128653.69;-62.51277492;34.17950913
359;94081AR0161_01_SEN_ind01.pdf;94081AR0161;1;1;92;50;42;2;90;40;10m < D <= 20m;<30;1;0;1;0;8 X 7;4;NULL;2129186.45;2129195.514;-15.39393794;-6.363320792
360;94081AS0369_01_SEN_ind01.pdf;94081AS0369;1;2;65;37;28;0;NULL;non dtermin;0m < D <= 10m;entre 30 et 60;?;ND10;1;0;10 X 10;7;NULL;2128842.244;2128853.373;-12.81137971;-1.204219001
361;94081DJ0123_01_SEN_ind01.pdf;94081DJ0123;1;1;35;17;18;0;NULL;non dtermin;0m < D <= 10m;<30;?;?;0;0;105 X 40;8;NULL;2126386.308;2126490.948;8.117617797;49.5033868
362;940810X0214_01_SEN_ind01.pdf;940810X0214;1;1;47;30;17;0;NULL;non dtermin;D > 50 m;<30;Inconnue (pas d'accs  l'immeuble);5;0;2;30 X 25;20;Dimension du btiment en L;2128358.774;2128393.096;93.93597987;131.6523155
363;94081AR0124_01_SEN_ind01.pdf;94081AR0124;1;1;73;41;32;0;73;32;0m < D <= 10m;<30;0;1;1;0;11 X 6;6;/;2128931.186;2128946.08;6.216012993;20.99611805
364;94081CI0265_01_SEN_ind01.pdf;94081CI0265;1;1;35;15;20;3;32;17;20m < D <= 30m;entre 60 et 90;1;1;1;0;9 X 9;6;NULL;2126877.086;2126903.068;-41.41224778;-23.8617335
365;94081BT0141_02_SEN_ind01.pdf;94081BT0141;2;1;48;4;44;0;48;44;20m < D <= 30m;<30;0;0;0;0;30 X 8;4;/;2127514.275;2127543.49;-74.20518337;-57.67102161
366;94081AU0034_01_SEN_ind01.pdf;94081AU0034;1;1;59;31;28;3;56;25;10m < D <= 20m;non dtermin;1;?;?;?;24 X 15;7;en cour de construction;2128691.702;2128715.846;-19.1870682;-1.047844433
367;94081AR0392_01_SEN_ind01.pdf;94081AR0392;1;1;82;44;38;2;80;36;10m < D <= 20m;entre 60 et 90;1;0;1;0;10 X 9;4;NULL;2129037.933;2129046.655;14.94060587;24.59842766
368;94081CI0019_01_SEN_ind01.pdf;94081CI0019;1;1;35;15;20;2;33;18;40m < D <= 50m;<30;1;1;0;0;18 X 11;6;NULL;2126911.755;2126927.965;29.69923973;50.7359761
369;94081CI0275_01_SEN_ind01.pdf;94081CI0275;1;1;35;16;19;2;33;17;0m < D <= 10m;<30;1;1;1;0;8 X 8;5;Prsence de sablire;2126889.328;2126899.559;62.85221587;72.19346086
370;94081AR0159_01_SEN_ind01.pdf;94081AR0159;1;1;88;48;40;2;86;38;10m < D <= 20m;entre 60 et 90;1;1;0;0;12 X 10;7;Sous sol semi enterr;2129134.03;2129144.181;-22.30936642;-12.54552337
371;94081AU0205_01_SEN_ind01.pdf;94081AU0205;1;2;58;30;28;0;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;?;1;1;0;12 X 9;6;/;2128677.385;2128690.648;-19.09853699;-5.260447074
372;94081CI0027_01_SEN_ind01.pdf;94081CI0027;1;1;35;15;20;2;33;18;30m < D <= 40m;<30;1;1;1;0;8 X 8;5;Prsence de sablire;2126848.944;2126857.663;80.32542107;89.27147977
373;94081AR0131_01_SEN_ind01.pdf;94081AR0131;1;1;78;44;34;2;76;32;30m < D <= 40m;<30;1;1;1;0;16 X 6;6;NULL;2129024.792;2129034.137;-35.43307305;-19.37355206
374;94081AR0523_02_SEN_ind01.pdf;94081AR0523;2;1;70;41;29;2;68;27;20m < D <= 30m;<30;1;1;0;0;10 X 9;6;NULL;2128923.835;2128936.388;-35.27657435;-25.13909308
375;94081BT0140_01_SEN_ind01.pdf;94081BT0140;1;1;48;4;44;1;47;43;30m < D <= 40m;<30;1;14;0;2;40 X 15;42;NULL;2127521.955;2127560.255;-97.4933191;-69.41950155
376;94081AQ0253_01_SEN_ind01.pdf;94081AQ0253;1;1;96;56;40;0;96;40;10m < D <= 20m;entre 30 et 60;0;1;1;0;8 X 7;6;/;2129326.186;2129335.915;6.38193742;15.79795101
377;94081AS0370_01_SEN_ind01.pdf;94081AS0370;1;1;64;37;27;0;64;27;40m < D <= 50m;<30;0;0;1;0;20 X 7;4;/;2128845.388;2128861.882;-47.83560307;-27.65514511
378;94081DJ0131_10_SEN_ind01.pdf;94081DJ0131;10;2;35;17;18;0;35;18;20m < D <= 30m;<30;0;1;0;0;22 X 14;6;Btiment abandonn et ferm;2126110.265;2126149.295;-78.7365911;-52.92409998
379;94081AU0108_01_SEN_ind01.pdf;94081AU0108;1;2;60;31;29;0;NULL;non dtermin;0m < D <= 10m;entre 60 et 90;?;0;1;0;9 X 7;5;/;2128721.342;2128731.993;13.19366792;23.3611078
380;94081CM0019_01_SEN_ind01.pdf;94081CM0019;1;1;35;16;19;3;32;16;20m < D <= 30m;entre 60 et 90;1;1;1;0;7 X 7;6;Prsence de sablire;2126959.061;2126981.658;99.47164336;115.7947524
381;94081DJ0131_09_SEN_ind01.pdf;94081DJ0131;9;1;35;17;18;0;35;18;20m < D <= 30m;<30;0;2;0;0;19 X 16;9;Btiment ferm;2126068.272;2126106.999;-63.2113246;-39.1146895
382;94081AS0162_01_SEN_ind01.pdf;94081AS0162;1;1;63;35;28;2;61;26;20m < D <= 30m;<30;1;0;0;0;11 X 10;3;/;2128796.706;2128811.287;-34.66430144;-22.28381902
383;94081CI0273_01_SEN_ind01.pdf;94081CI0273;1;1;35;16;19;2;33;17;0m < D <= 10m;<30;1;1;0;0;8 X 8;5;Prsence de sablire;2126891.94;2126901.485;69.25846967;78.87715945
384;94081DJ0088_01_SEN_ind01.pdf;94081DJ0088;1;1;35;17;18;0;35;18;10m < D <= 20m;<30;0;0;0;0;86 X 16;6;NULL;2126390.252;2126452.996;-31.33234122;-19.19874235
